EB_level,final_action_dates,visa_bulletin_date,raw_value,status,visa_wait_time
1,2007-10-01,2007-10-01 00:00:00,C,C,0.0
4,2007-10-01,2007-10-01 00:00:00,C,C,0.0
2,2007-10-01,2007-10-01 00:00:00,C,C,0.0
3,2002-08-01,2007-10-01 00:00:00,01AUG02,F,5.166324435318275
1,2007-01-01,2007-09-01 00:00:00,01JAN07,F,0.6652977412731006
2,2007-01-01,2007-09-01 00:00:00,01JAN07,F,0.6652977412731006
3,2002-08-01,2007-09-01 00:00:00,01AUG02,F,5.084188911704312
4,2007-01-01,2007-09-01 00:00:00,01JAN07,F,0.6652977412731006
1,2007-07-01,2007-07-01 00:00:00,C,C,0.0
2,2007-07-01,2007-07-01 00:00:00,C,C,0.0
3,2007-07-01,2007-07-01 00:00:00,C,C,0.0
4,2007-07-01,2007-07-01 00:00:00,C,C,0.0
4,2007-06-01,2007-06-01 00:00:00,C,C,0.0
3,2005-06-01,2007-06-01 00:00:00,01JUN05,F,1.998631074606434
2,2007-06-01,2007-06-01 00:00:00,C,C,0.0
1,2007-06-01,2007-06-01 00:00:00,C,C,0.0
1,2007-05-01,2007-05-01 00:00:00,C,C,0.0
2,2007-05-01,2007-05-01 00:00:00,C,C,0.0
3,2003-08-01,2007-05-01 00:00:00,01AUG03,F,3.7481177275838466
4,2007-05-01,2007-05-01 00:00:00,C,C,0.0
1,2007-04-01,2007-04-01 00:00:00,C,C,0.0
2,2007-04-01,2007-04-01 00:00:00,C,C,0.0
3,2002-08-01,2007-04-01 00:00:00,01AUG02,F,4.6652977412731005
4,2007-04-01,2007-04-01 00:00:00,C,C,0.0
3,2002-08-01,2007-03-01 00:00:00,01AUG02,F,4.5804243668720055
4,2007-03-01,2007-03-01 00:00:00,C,C,0.0
2,2007-03-01,2007-03-01 00:00:00,C,C,0.0
1,2007-03-01,2007-03-01 00:00:00,C,C,0.0
3,2002-08-01,2007-01-01 00:00:00,01AUG02,F,4.418891170431212
4,2007-01-01,2007-01-01 00:00:00,C,C,0.0
1,2007-01-01,2007-01-01 00:00:00,C,C,0.0
2,2007-01-01,2007-01-01 00:00:00,C,C,0.0
2,2006-11-01,2006-11-01 00:00:00,C,C,0.0
3,2002-07-01,2006-11-01 00:00:00,01JUL02,F,4.336755646817249
4,2006-11-01,2006-11-01 00:00:00,C,C,0.0
1,2006-11-01,2006-11-01 00:00:00,C,C,0.0
1,2006-09-01,2006-09-01 00:00:00,C,C,0.0
2,2006-09-01,2006-09-01 00:00:00,C,C,0.0
3,2002-03-01,2006-09-01 00:00:00,01MAR02,F,4.503764544832307
4,2006-09-01,2006-09-01 00:00:00,C,C,0.0
3,2001-10-01,2006-08-01 00:00:00,01OCT01,F,4.832306639288158
4,2006-08-01,2006-08-01 00:00:00,C,C,0.0
2,2006-08-01,2006-08-01 00:00:00,C,C,0.0
1,2006-08-01,2006-08-01 00:00:00,C,C,0.0
2,2006-05-01,2006-05-01 00:00:00,C,C,0.0
3,2001-05-01,2006-05-01 00:00:00,01MAY01,F,4.999315537303217
4,2006-05-01,2006-05-01 00:00:00,C,C,0.0
1,2006-05-01,2006-05-01 00:00:00,C,C,0.0
1,2006-04-01,2006-04-01 00:00:00,C,C,0.0
2,2006-04-01,2006-04-01 00:00:00,C,C,0.0
3,2001-05-01,2006-04-01 00:00:00,01MAY01,F,4.917180013689254
4,2006-04-01,2006-04-01 00:00:00,C,C,0.0
1,2006-03-01,2006-03-01 00:00:00,C,C,0.0
2,2006-03-01,2006-03-01 00:00:00,C,C,0.0
3,2001-05-01,2006-03-01 00:00:00,01MAY01,F,4.832306639288158
4,2006-03-01,2006-03-01 00:00:00,C,C,0.0
3,,2005-08-01 00:00:00,U,U,
4,2005-08-01,2005-08-01 00:00:00,C,C,0.0
2,2005-08-01,2005-08-01 00:00:00,C,C,0.0
1,2005-08-01,2005-08-01 00:00:00,C,C,0.0
1,2005-06-01,2005-06-01 00:00:00,C,C,0.0
3,2002-06-01,2005-06-01 00:00:00,01JUN02,F,3.0006844626967832
4,2005-06-01,2005-06-01 00:00:00,C,C,0.0
2,2005-06-01,2005-06-01 00:00:00,C,C,0.0
1,2005-05-01,2005-05-01 00:00:00,C,C,0.0
2,2005-05-01,2005-05-01 00:00:00,C,C,0.0
3,2002-06-01,2005-05-01 00:00:00,01JUN02,F,2.915811088295688
4,2005-05-01,2005-05-01 00:00:00,C,C,0.0
1,2005-04-01,2005-04-01 00:00:00,C,C,0.0
2,2005-04-01,2005-04-01 00:00:00,C,C,0.0
3,2002-04-01,2005-04-01 00:00:00,01APR02,F,3.0006844626967832
4,2005-04-01,2005-04-01 00:00:00,C,C,0.0
2,2004-12-01,2004-12-01 00:00:00,C,C,0.0
4,2004-12-01,2004-12-01 00:00:00,C,C,0.0
1,2004-12-01,2004-12-01 00:00:00,C,C,0.0
3,2004-12-01,2004-12-01 00:00:00,C,C,0.0
1,2004-11-01,2004-11-01 00:00:00,C,C,0.0
2,2004-11-01,2004-11-01 00:00:00,C,C,0.0
3,2004-11-01,2004-11-01 00:00:00,C,C,0.0
4,2004-11-01,2004-11-01 00:00:00,C,C,0.0
1,2004-10-01,2004-10-01 00:00:00,C,C,0.0
2,2004-10-01,2004-10-01 00:00:00,C,C,0.0
3,2004-10-01,2004-10-01 00:00:00,C,C,0.0
4,2004-10-01,2004-10-01 00:00:00,C,C,0.0
1,2004-09-01,2004-09-01 00:00:00,C,C,0.0
2,2004-09-01,2004-09-01 00:00:00,C,C,0.0
3,2004-09-01,2004-09-01 00:00:00,C,C,0.0
4,2004-09-01,2004-09-01 00:00:00,C,C,0.0
3,2004-08-01,2004-08-01 00:00:00,C,C,0.0
4,2004-08-01,2004-08-01 00:00:00,C,C,0.0
2,2004-08-01,2004-08-01 00:00:00,C,C,0.0
1,2004-08-01,2004-08-01 00:00:00,C,C,0.0
2,2004-04-01,2004-04-01 00:00:00,C,C,0.0
3,2004-04-01,2004-04-01 00:00:00,C,C,0.0
4,2004-04-01,2004-04-01 00:00:00,C,C,0.0
1,2004-04-01,2004-04-01 00:00:00,C,C,0.0
1,2004-03-01,2004-03-01 00:00:00,C,C,0.0
2,2004-03-01,2004-03-01 00:00:00,C,C,0.0
3,2004-03-01,2004-03-01 00:00:00,C,C,0.0
4,2004-03-01,2004-03-01 00:00:00,C,C,0.0
1,2004-02-01,2004-02-01 00:00:00,C,C,0.0
2,2004-02-01,2004-02-01 00:00:00,C,C,0.0
3,2004-02-01,2004-02-01 00:00:00,C,C,0.0
4,2004-02-01,2004-02-01 00:00:00,C,C,0.0
3,2004-01-01,2004-01-01 00:00:00,C,C,0.0
4,2004-01-01,2004-01-01 00:00:00,C,C,0.0
2,2004-01-01,2004-01-01 00:00:00,C,C,0.0
1,2004-01-01,2004-01-01 00:00:00,C,C,0.0
1,2003-12-01,2003-12-01 00:00:00,C,C,0.0
2,2003-12-01,2003-12-01 00:00:00,C,C,0.0
3,2003-12-01,2003-12-01 00:00:00,C,C,0.0
4,2003-12-01,2003-12-01 00:00:00,C,C,0.0
1,2003-11-01,2003-11-01 00:00:00,C,C,0.0
2,2003-11-01,2003-11-01 00:00:00,C,C,0.0
3,2003-11-01,2003-11-01 00:00:00,C,C,0.0
4,2003-11-01,2003-11-01 00:00:00,C,C,0.0
1,2003-10-01,2003-10-01 00:00:00,C,C,0.0
2,2003-10-01,2003-10-01 00:00:00,C,C,0.0
3,2003-10-01,2003-10-01 00:00:00,C,C,0.0
4,2003-10-01,2003-10-01 00:00:00,C,C,0.0
