F_level,priority_date,visa_bulletin_date,table_type,raw_value,status,visa_wait_time,raw_category
1,2014-12-01,2021-09-01 00:00:00,final_action,01DEC14,F,6.751540041067762,F1
2A,2021-09-01,2021-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2021-09-01 00:00:00,final_action,22SEP15,F,5.943874058863792,F2B
3,2008-11-22,2021-09-01 00:00:00,final_action,22NOV08,F,12.774811772758385,F3
4,2007-03-22,2021-09-01 00:00:00,final_action,22MAR07,F,14.447638603696099,F4
1,2016-05-15,2021-08-01 00:00:00,dates_for_filing,15MAY16,F,5.212867898699521,F1
2A,2021-06-01,2021-08-01 00:00:00,dates_for_filing,01JUN21,F,0.16700889801505817,F2A
2B,2016-09-22,2021-08-01 00:00:00,dates_for_filing,22SEP16,F,4.856947296372348,F2B
3,2009-08-22,2021-08-01 00:00:00,dates_for_filing,22AUG09,F,11.942505133470226,F3
4,2007-10-01,2021-08-01 00:00:00,dates_for_filing,01OCT07,F,13.834360027378509,F4
1,2014-11-22,2021-08-01 00:00:00,final_action,22NOV14,F,6.691307323750856,F1
2A,2021-08-01,2021-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2021-08-01 00:00:00,final_action,22SEP15,F,5.859000684462697,F2B
3,2008-11-08,2021-08-01 00:00:00,final_action,08NOV08,F,12.728268309377139,F3
4,2007-03-01,2021-08-01 00:00:00,final_action,01MAR07,F,14.420260095824778,F4
1,2016-05-15,2021-07-01 00:00:00,dates_for_filing,15MAY16,F,5.127994524298426,F1
2A,2021-06-01,2021-07-01 00:00:00,dates_for_filing,01JUN21,F,0.08213552361396304,F2A
2B,2016-09-22,2021-07-01 00:00:00,dates_for_filing,22SEP16,F,4.772073921971253,F2B
3,2009-08-22,2021-07-01 00:00:00,dates_for_filing,22AUG09,F,11.85763175906913,F3
4,2007-10-01,2021-07-01 00:00:00,dates_for_filing,01OCT07,F,13.749486652977414,F4
1,2014-11-15,2021-07-01 00:00:00,final_action,15NOV14,F,6.625598904859685,F1
2A,2021-07-01,2021-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-15,2021-07-01 00:00:00,final_action,15SEP15,F,5.793292265571527,F2B
3,2008-11-01,2021-07-01 00:00:00,final_action,01NOV08,F,12.66255989048597,F3
4,2007-02-08,2021-07-01 00:00:00,final_action,08FEB07,F,14.392881587953456,F4
1,2016-03-01,2021-06-01 00:00:00,dates_for_filing,01MAR16,F,5.25119780971937,F1
2A,2021-05-01,2021-06-01 00:00:00,dates_for_filing,01MAY21,F,0.08487337440109514,F2A
2B,2016-08-15,2021-06-01 00:00:00,dates_for_filing,15AUG16,F,4.7939767282683095,F2B
3,2009-08-01,2021-06-01 00:00:00,dates_for_filing,01AUG09,F,11.832991101984941,F3
4,2007-10-01,2021-06-01 00:00:00,dates_for_filing,01OCT07,F,13.66735112936345,F4
1,2014-11-01,2021-06-01 00:00:00,final_action,01NOV14,F,6.581793292265571,F1
2A,2021-06-01,2021-06-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-08-22,2021-06-01 00:00:00,final_action,22AUG15,F,5.776865160848733,F2B
3,2008-09-01,2021-06-01 00:00:00,final_action,01SEP08,F,12.747433264887064,F3
4,2006-12-08,2021-06-01 00:00:00,final_action,08DEC06,F,14.480492813141684,F4
1,2015-10-01,2021-05-01 00:00:00,dates_for_filing,01OCT15,F,5.582477754962355,F1
2A,2021-04-01,2021-05-01 00:00:00,dates_for_filing,01APR21,F,0.08213552361396304,F2A
2B,2016-06-22,2021-05-01 00:00:00,dates_for_filing,22JUN16,F,4.856947296372348,F2B
3,2009-06-22,2021-05-01 00:00:00,dates_for_filing,22JUN09,F,11.85763175906913,F3
4,2007-10-01,2021-05-01 00:00:00,dates_for_filing,01OCT07,F,13.582477754962355,F4
1,2014-10-22,2021-05-01 00:00:00,final_action,22OCT14,F,6.524298425735798,F1
2A,2021-05-01,2021-05-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-08-15,2021-05-01 00:00:00,final_action,15AUG15,F,5.711156741957564,F2B
3,2008-08-22,2021-05-01 00:00:00,final_action,22AUG08,F,12.68993839835729,F3
4,2006-11-08,2021-05-01 00:00:00,final_action,08NOV06,F,14.477754962354553,F4
1,2015-09-15,2021-04-01 00:00:00,dates_for_filing,15SEP15,F,5.544147843942505,F1
2A,2021-03-01,2021-04-01 00:00:00,dates_for_filing,01MAR21,F,0.08487337440109514,F2A
2B,2016-06-15,2021-04-01 00:00:00,dates_for_filing,15JUN16,F,4.7939767282683095,F2B
3,2009-06-22,2021-04-01 00:00:00,dates_for_filing,22JUN09,F,11.775496235455167,F3
4,2007-10-01,2021-04-01 00:00:00,dates_for_filing,01OCT07,F,13.500342231348391,F4
1,2014-10-08,2021-04-01 00:00:00,final_action,08OCT14,F,6.480492813141684,F1
2A,2021-04-01,2021-04-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-08-08,2021-04-01 00:00:00,final_action,08AUG15,F,5.648186173853525,F2B
3,2008-08-08,2021-04-01 00:00:00,final_action,08AUG08,F,12.646132785763175,F3
4,2006-11-01,2021-04-01 00:00:00,final_action,01NOV06,F,14.414784394250514,F4
1,2015-08-08,2021-03-01 00:00:00,dates_for_filing,08AUG15,F,5.563312799452429,F1
2A,2021-02-01,2021-03-01 00:00:00,dates_for_filing,01FEB21,F,0.07665982203969883,F2A
2B,2016-05-22,2021-03-01 00:00:00,dates_for_filing,22MAY16,F,4.774811772758385,F2B
3,2009-06-22,2021-03-01 00:00:00,dates_for_filing,22JUN09,F,11.690622861054072,F3
4,2007-10-01,2021-03-01 00:00:00,dates_for_filing,01OCT07,F,13.415468856947296,F4
1,2014-09-22,2021-03-01 00:00:00,final_action,22SEP14,F,6.439425051334703,F1
2A,2021-03-01,2021-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-22,2021-03-01 00:00:00,final_action,22JUL15,F,5.6098562628336754,F2B
3,2008-08-01,2021-03-01 00:00:00,final_action,01AUG08,F,12.580424366872005,F3
4,2006-10-22,2021-03-01 00:00:00,final_action,22OCT06,F,14.35728952772074,F4
1,2015-08-08,2021-02-01 00:00:00,dates_for_filing,08AUG15,F,5.486652977412731,F1
2A,2021-01-01,2021-02-01 00:00:00,dates_for_filing,01JAN21,F,0.08487337440109514,F2A
2B,2016-05-22,2021-02-01 00:00:00,dates_for_filing,22MAY16,F,4.698151950718686,F2B
3,2009-06-22,2021-02-01 00:00:00,dates_for_filing,22JUN09,F,11.613963039014374,F3
4,2007-10-01,2021-02-01 00:00:00,dates_for_filing,01OCT07,F,13.338809034907598,F4
1,2014-09-15,2021-02-01 00:00:00,final_action,15SEP14,F,6.381930184804928,F1
2A,2021-02-01,2021-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-15,2021-02-01 00:00:00,final_action,15JUL15,F,5.552361396303901,F2B
3,2008-07-15,2021-02-01 00:00:00,final_action,15JUL08,F,12.550308008213552,F3
4,2006-10-15,2021-02-01 00:00:00,final_action,15OCT06,F,14.299794661190965,F4
1,2015-07-22,2021-01-01 00:00:00,dates_for_filing,22JUL15,F,5.448323066392882,F1
2A,2020-08-01,2021-01-01 00:00:00,dates_for_filing,01AUG20,F,0.4188911704312115,F2A
2B,2016-05-01,2021-01-01 00:00:00,dates_for_filing,01MAY16,F,4.670773442847365,F2B
3,2009-06-01,2021-01-01 00:00:00,dates_for_filing,01JUN09,F,11.586584531143053,F3
4,2007-09-15,2021-01-01 00:00:00,dates_for_filing,15SEP07,F,13.297741273100616,F4
1,2014-09-15,2021-01-01 00:00:00,final_action,15SEP14,F,6.297056810403833,F1
2A,2021-01-01,2021-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-08,2021-01-01 00:00:00,final_action,08JUL15,F,5.486652977412731,F2B
3,2008-07-08,2021-01-01 00:00:00,final_action,08JUL08,F,12.484599589322382,F3
4,2006-10-08,2021-01-01 00:00:00,final_action,08OCT06,F,14.234086242299794,F4
1,2015-07-22,2020-12-01 00:00:00,dates_for_filing,22JUL15,F,5.363449691991787,F1
2A,2020-08-01,2020-12-01 00:00:00,dates_for_filing,01AUG20,F,0.33401779603011633,F2A
2B,2016-05-01,2020-12-01 00:00:00,dates_for_filing,01MAY16,F,4.58590006844627,F2B
3,2009-06-01,2020-12-01 00:00:00,dates_for_filing,01JUN09,F,11.501711156741958,F3
4,2007-09-15,2020-12-01 00:00:00,dates_for_filing,15SEP07,F,13.212867898699521,F4
1,2014-09-15,2020-12-01 00:00:00,final_action,15SEP14,F,6.2121834360027375,F1
2A,2020-12-01,2020-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-08,2020-12-01 00:00:00,final_action,08JUL15,F,5.401779603011636,F2B
3,2008-06-15,2020-12-01 00:00:00,final_action,15JUN08,F,12.462696783025326,F3
4,2006-09-22,2020-12-01 00:00:00,final_action,22SEP06,F,14.193018480492814,F4
1,2015-07-22,2020-11-01 00:00:00,dates_for_filing,22JUL15,F,5.281314168377824,F1
2A,2020-08-01,2020-11-01 00:00:00,dates_for_filing,01AUG20,F,0.2518822724161533,F2A
2B,2016-05-01,2020-11-01 00:00:00,dates_for_filing,01MAY16,F,4.503764544832307,F2B
3,2009-06-01,2020-11-01 00:00:00,dates_for_filing,01JUN09,F,11.419575633127995,F3
4,2007-09-15,2020-11-01 00:00:00,dates_for_filing,15SEP07,F,13.130732375085557,F4
1,2014-09-15,2020-11-01 00:00:00,final_action,15SEP14,F,6.1300479123887746,F1
2A,2020-11-01,2020-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-08,2020-11-01 00:00:00,final_action,08JUL15,F,5.319644079397673,F2B
3,2008-06-15,2020-11-01 00:00:00,final_action,15JUN08,F,12.380561259411362,F3
4,2006-09-22,2020-11-01 00:00:00,final_action,22SEP06,F,14.11088295687885,F4
1,2015-07-22,2020-10-01 00:00:00,dates_for_filing,22JUL15,F,5.196440793976728,F1
2A,2020-08-01,2020-10-01 00:00:00,dates_for_filing,01AUG20,F,0.16700889801505817,F2A
2B,2016-05-01,2020-10-01 00:00:00,dates_for_filing,01MAY16,F,4.418891170431212,F2B
3,2009-06-01,2020-10-01 00:00:00,dates_for_filing,01JUN09,F,11.3347022587269,F3
4,2007-09-15,2020-10-01 00:00:00,dates_for_filing,15SEP07,F,13.045859000684462,F4
1,2014-09-15,2020-10-01 00:00:00,final_action,15SEP14,F,6.04517453798768,F1
2A,2020-10-01,2020-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-08,2020-10-01 00:00:00,final_action,08JUL15,F,5.234770704996578,F2B
3,2008-06-15,2020-10-01 00:00:00,final_action,15JUN08,F,12.295687885010267,F3
4,2006-09-22,2020-10-01 00:00:00,final_action,22SEP06,F,14.026009582477755,F4
1,2015-07-22,2020-09-01 00:00:00,dates_for_filing,22JUL15,F,5.114305270362765,F1
2A,2020-08-01,2020-09-01 00:00:00,dates_for_filing,01AUG20,F,0.08487337440109514,F2A
2B,2016-05-01,2020-09-01 00:00:00,dates_for_filing,01MAY16,F,4.336755646817249,F2B
3,2009-06-01,2020-09-01 00:00:00,dates_for_filing,01JUN09,F,11.252566735112936,F3
4,2007-09-15,2020-09-01 00:00:00,dates_for_filing,15SEP07,F,12.9637234770705,F4
1,2014-09-15,2020-09-01 00:00:00,final_action,15SEP14,F,5.963039014373717,F1
2A,2020-09-01,2020-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-07-08,2020-09-01 00:00:00,final_action,08JUL15,F,5.152635181382615,F2B
3,2008-06-15,2020-09-01 00:00:00,final_action,15JUN08,F,12.213552361396303,F3
4,2006-09-22,2020-09-01 00:00:00,final_action,22SEP06,F,13.943874058863791,F4
1,2015-06-08,2020-08-01 00:00:00,dates_for_filing,08JUN15,F,5.149897330595483,F1
2A,2020-07-01,2020-08-01 00:00:00,dates_for_filing,01JUL20,F,0.08487337440109514,F2A
2B,2016-03-15,2020-08-01 00:00:00,dates_for_filing,15MAR16,F,4.380561259411362,F2B
3,2009-05-08,2020-08-01 00:00:00,dates_for_filing,08MAY09,F,11.233401779603012,F3
4,2007-09-01,2020-08-01 00:00:00,dates_for_filing,01SEP07,F,12.917180013689254,F4
1,2014-08-15,2020-08-01 00:00:00,final_action,15AUG14,F,5.963039014373717,F1
2A,2020-08-01,2020-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-06-08,2020-08-01 00:00:00,final_action,08JUN15,F,5.149897330595483,F2B
3,2008-06-01,2020-08-01 00:00:00,final_action,01JUN08,F,12.167008898015059,F3
4,2006-09-08,2020-08-01 00:00:00,final_action,08SEP06,F,13.897330595482547,F4
1,2015-04-22,2020-07-01 00:00:00,dates_for_filing,22APR15,F,5.193702943189596,F1
2A,2020-06-01,2020-07-01 00:00:00,dates_for_filing,01JUN20,F,0.08213552361396304,F2A
2B,2016-02-01,2020-07-01 00:00:00,dates_for_filing,01FEB16,F,4.413415468856948,F2B
3,2009-04-15,2020-07-01 00:00:00,dates_for_filing,15APR09,F,11.211498973305956,F3
4,2007-08-15,2020-07-01 00:00:00,dates_for_filing,15AUG07,F,12.878850102669405,F4
1,2014-07-08,2020-07-01 00:00:00,final_action,08JUL14,F,5.982203969883641,F1
2A,2020-07-01,2020-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-05-01,2020-07-01 00:00:00,final_action,01MAY15,F,5.169062286105407,F2B
3,2008-05-08,2020-07-01 00:00:00,final_action,08MAY08,F,12.147843942505133,F3
4,2006-08-22,2020-07-01 00:00:00,final_action,22AUG06,F,13.859000684462696,F4
1,2015-02-15,2020-06-01 00:00:00,dates_for_filing,15FEB15,F,5.292265571526352,F1
2A,2020-05-01,2020-06-01 00:00:00,dates_for_filing,01MAY20,F,0.08487337440109514,F2A
2B,2015-12-01,2020-06-01 00:00:00,dates_for_filing,01DEC15,F,4.501026694045175,F2B
3,2009-03-15,2020-06-01 00:00:00,dates_for_filing,15MAR09,F,11.214236824093087,F3
4,2007-07-31,2020-06-01 00:00:00,dates_for_filing,31JUL07,F,12.837782340862423,F4
1,2014-05-22,2020-06-01 00:00:00,final_action,22MAY14,F,6.028747433264887,F1
2A,2020-06-01,2020-06-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-03-15,2020-06-01 00:00:00,final_action,15MAR15,F,5.215605749486653,F2B
3,2008-04-15,2020-06-01 00:00:00,final_action,15APR08,F,12.128678986995208,F3
4,2006-08-08,2020-06-01 00:00:00,final_action,08AUG06,F,13.815195071868583,F4
1,2014-11-22,2020-05-01 00:00:00,dates_for_filing,22NOV14,F,5.4401095140314855,F1
2A,2020-03-01,2020-05-01 00:00:00,dates_for_filing,01MAR20,F,0.16700889801505817,F2A
2B,2015-09-22,2020-05-01 00:00:00,dates_for_filing,22SEP15,F,4.607802874743326,F2B
3,2008-12-15,2020-05-01 00:00:00,dates_for_filing,15DEC08,F,11.375770020533881,F3
4,2007-07-28,2020-05-01 00:00:00,dates_for_filing,28JUL07,F,12.761122518822724,F4
1,2014-03-22,2020-05-01 00:00:00,final_action,22MAR14,F,6.11088295687885,F1
2A,2020-05-01,2020-05-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-01-15,2020-05-01 00:00:00,final_action,15JAN15,F,5.292265571526352,F2B
3,2008-03-15,2020-05-01 00:00:00,final_action,15MAR08,F,12.128678986995208,F3
4,2006-07-22,2020-05-01 00:00:00,final_action,22JUL06,F,13.776865160848734,F4
1,2014-09-01,2020-04-01 00:00:00,dates_for_filing,01SEP14,F,5.582477754962355,F1
2A,2020-02-01,2020-04-01 00:00:00,dates_for_filing,01FEB20,F,0.16427104722792607,F2A
2B,2015-07-01,2020-04-01 00:00:00,dates_for_filing,01JUL15,F,4.7529089664613275,F2B
3,2008-10-01,2020-04-01 00:00:00,dates_for_filing,01OCT08,F,11.498973305954825,F3
4,2007-07-25,2020-04-01 00:00:00,dates_for_filing,25JUL07,F,12.687200547570157,F4
1,2014-01-01,2020-04-01 00:00:00,final_action,01JAN14,F,6.247775496235455,F1
2A,2020-04-01,2020-04-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-11-01,2020-04-01 00:00:00,final_action,01NOV14,F,5.415468856947296,F2B
3,2008-02-01,2020-04-01 00:00:00,final_action,01FEB08,F,12.164271047227926,F3
4,2006-07-01,2020-04-01 00:00:00,final_action,01JUL06,F,13.752224503764545,F4
1,2014-06-08,2020-03-01 00:00:00,dates_for_filing,08JUN14,F,5.730321697467488,F1
2A,2020-01-01,2020-03-01 00:00:00,dates_for_filing,01JAN20,F,0.16427104722792607,F2A
2B,2015-05-15,2020-03-01 00:00:00,dates_for_filing,15MAY15,F,4.7967145790554415,F2B
3,2008-08-15,2020-03-01 00:00:00,dates_for_filing,15AUG08,F,11.542778918548938,F3
4,2007-07-22,2020-03-01 00:00:00,dates_for_filing,22JUL07,F,12.61054072553046,F4
1,2013-10-08,2020-03-01 00:00:00,final_action,08OCT13,F,6.395619438740589,F1
2A,2020-03-01,2020-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-09-15,2020-03-01 00:00:00,final_action,15SEP14,F,5.45927446954141,F2B
3,2007-12-15,2020-03-01 00:00:00,final_action,15DEC07,F,12.210814510609172,F3
4,2006-07-01,2020-03-01 00:00:00,final_action,01JUL06,F,13.66735112936345,F4
1,2014-03-22,2020-02-01 00:00:00,dates_for_filing,22MAR14,F,5.864476386036961,F1
2A,2019-12-01,2020-02-01 00:00:00,dates_for_filing,01DEC19,F,0.1697467488021903,F2A
2B,2015-04-22,2020-02-01 00:00:00,dates_for_filing,22APR15,F,4.780287474332649,F2B
3,2008-07-22,2020-02-01 00:00:00,dates_for_filing,22JUL08,F,11.529089664613279,F3
4,2007-07-22,2020-02-01 00:00:00,dates_for_filing,22JUL07,F,12.531143052703628,F4
1,2013-08-22,2020-02-01 00:00:00,final_action,22AUG13,F,6.444900752908967,F1
2A,2020-02-01,2020-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-08-22,2020-02-01 00:00:00,final_action,22AUG14,F,5.44558521560575,F2B
3,2007-11-22,2020-02-01 00:00:00,final_action,22NOV07,F,12.19438740588638,F3
4,2006-07-01,2020-02-01 00:00:00,final_action,01JUL06,F,13.587953456536619,F4
1,2014-03-15,2020-01-01 00:00:00,dates_for_filing,15MAR14,F,5.798767967145791,F1
2A,2019-11-01,2020-01-01 00:00:00,dates_for_filing,01NOV19,F,0.16700889801505817,F2A
2B,2015-04-08,2020-01-01 00:00:00,dates_for_filing,08APR15,F,4.733744010951403,F2B
3,2008-07-15,2020-01-01 00:00:00,dates_for_filing,15JUL08,F,11.463381245722108,F3
4,2007-07-22,2020-01-01 00:00:00,dates_for_filing,22JUL07,F,12.446269678302533,F4
1,2013-07-15,2020-01-01 00:00:00,final_action,15JUL13,F,6.464065708418891,F1
2A,2020-01-01,2020-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-08-08,2020-01-01 00:00:00,final_action,08AUG14,F,5.3990417522245036,F2B
3,2007-11-15,2020-01-01 00:00:00,final_action,15NOV07,F,12.128678986995208,F3
4,2007-02-01,2020-01-01 00:00:00,final_action,01FEB07,F,12.914442162902121,F4
1,2013-11-15,2019-12-01 00:00:00,dates_for_filing,15NOV13,F,6.0424366872005475,F1
2A,2019-10-01,2019-12-01 00:00:00,dates_for_filing,01OCT19,F,0.16700889801505817,F2A
2B,2015-02-08,2019-12-01 00:00:00,dates_for_filing,08FEB15,F,4.810403832991102,F2B
3,2008-05-15,2019-12-01 00:00:00,dates_for_filing,15MAY08,F,11.545516769336071,F3
4,2007-07-22,2019-12-01 00:00:00,dates_for_filing,22JUL07,F,12.361396303901437,F4
1,2013-05-15,2019-12-01 00:00:00,final_action,15MAY13,F,6.546201232032854,F1
2A,2019-12-01,2019-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-08-08,2019-12-01 00:00:00,final_action,08AUG14,F,5.314168377823409,F2B
3,2007-11-08,2019-12-01 00:00:00,final_action,08NOV07,F,12.062970568104038,F3
4,2007-02-01,2019-12-01 00:00:00,final_action,01FEB07,F,12.829568788501026,F4
1,2013-09-01,2019-11-01 00:00:00,dates_for_filing,01SEP13,F,6.165639972621492,F1
2A,2019-09-01,2019-11-01 00:00:00,dates_for_filing,01SEP19,F,0.16700889801505817,F2A
2B,2015-01-08,2019-11-01 00:00:00,dates_for_filing,08JAN15,F,4.813141683778234,F2B
3,2008-04-15,2019-11-01 00:00:00,dates_for_filing,15APR08,F,11.545516769336071,F3
4,2007-07-01,2019-11-01 00:00:00,dates_for_filing,01JUL07,F,12.336755646817249,F4
1,2013-03-01,2019-11-01 00:00:00,final_action,01MAR13,F,6.669404517453799,F1
2A,2019-11-01,2019-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-07-08,2019-11-01 00:00:00,final_action,08JUL14,F,5.316906228610541,F2B
3,2007-10-15,2019-11-01 00:00:00,final_action,15OCT07,F,12.046543463381246,F3
4,2007-01-01,2019-11-01 00:00:00,final_action,01JAN07,F,12.83230663928816,F4
1,2013-07-15,2019-10-01 00:00:00,dates_for_filing,15JUL13,F,6.2121834360027375,F1
2A,2019-08-01,2019-10-01 00:00:00,dates_for_filing,01AUG19,F,0.16700889801505817,F2A
2B,2014-12-01,2019-10-01 00:00:00,dates_for_filing,01DEC14,F,4.832306639288158,F2B
3,2008-03-15,2019-10-01 00:00:00,dates_for_filing,15MAR08,F,11.545516769336071,F3
4,2007-05-15,2019-10-01 00:00:00,dates_for_filing,15MAY07,F,12.380561259411362,F4
1,2013-01-15,2019-10-01 00:00:00,final_action,15JAN13,F,6.707734428473648,F1
2A,2019-10-01,2019-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-06-01,2019-10-01 00:00:00,final_action,01JUN14,F,5.333333333333333,F2B
3,2007-09-15,2019-10-01 00:00:00,final_action,15SEP07,F,12.043805612594113,F3
4,2006-11-22,2019-10-01 00:00:00,final_action,22NOV06,F,12.856947296372347,F4
1,2013-05-01,2019-09-01 00:00:00,dates_for_filing,01MAY13,F,6.335386721423682,F1
2A,2019-07-01,2019-09-01 00:00:00,dates_for_filing,01JUL19,F,0.1697467488021903,F2A
2B,2014-10-15,2019-09-01 00:00:00,dates_for_filing,15OCT14,F,4.878850102669404,F2B
3,2008-01-22,2019-09-01 00:00:00,dates_for_filing,22JAN08,F,11.60848733744011,F3
4,2007-03-08,2019-09-01 00:00:00,dates_for_filing,08MAR07,F,12.484599589322382,F4
1,2013-01-01,2019-09-01 00:00:00,final_action,01JAN13,F,6.663928815879535,F1
2A,2019-09-01,2019-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-06-01,2019-09-01 00:00:00,final_action,01JUN14,F,5.25119780971937,F2B
3,2007-09-01,2019-09-01 00:00:00,final_action,01SEP07,F,12.0,F3
4,2006-11-01,2019-09-01 00:00:00,final_action,01NOV06,F,12.83230663928816,F4
1,2013-03-01,2019-08-01 00:00:00,dates_for_filing,01MAR13,F,6.417522245037645,F1
2A,2019-06-01,2019-08-01 00:00:00,dates_for_filing,01JUN19,F,0.16700889801505817,F2A
2B,2014-09-01,2019-08-01 00:00:00,dates_for_filing,01SEP14,F,4.914442162902122,F2B
3,2007-12-22,2019-08-01 00:00:00,dates_for_filing,22DEC07,F,11.60848733744011,F3
4,2006-12-15,2019-08-01 00:00:00,dates_for_filing,15DEC06,F,12.626967830253252,F4
1,2012-07-01,2019-08-01 00:00:00,final_action,01JUL12,F,7.082819986310746,F1
2A,2019-08-01,2019-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,2014-01-01,2019-08-01 00:00:00,final_action,01JAN14,F,5.579739904175223,F2B
3,2007-06-22,2019-08-01 00:00:00,final_action,22JUN07,F,12.109514031485284,F3
4,2006-10-01,2019-08-01 00:00:00,final_action,01OCT06,F,12.83230663928816,F4
1,2012-11-08,2019-07-01 00:00:00,dates_for_filing,08NOV12,F,6.6420260095824775,F1
2A,2019-03-08,2019-07-01 00:00:00,dates_for_filing,08MAR19,F,0.31485284052019163,F2A
2B,2014-08-15,2019-07-01 00:00:00,dates_for_filing,15AUG14,F,4.876112251882272,F2B
3,2007-09-08,2019-07-01 00:00:00,dates_for_filing,08SEP07,F,11.811088295687885,F3
4,2006-12-15,2019-07-01 00:00:00,dates_for_filing,15DEC06,F,12.542094455852157,F4
1,2012-03-08,2019-07-01 00:00:00,final_action,08MAR12,F,7.312799452429843,F1
2A,2019-07-01,2019-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,2013-09-01,2019-07-01 00:00:00,final_action,01SEP13,F,5.8288843258042435,F2B
3,2007-03-08,2019-07-01 00:00:00,final_action,08MAR07,F,12.314852840520192,F3
4,2006-06-15,2019-07-01 00:00:00,final_action,15JUN06,F,13.043121149897331,F4
1,2012-10-08,2019-06-01 00:00:00,dates_for_filing,08OCT12,F,6.6447638603696095,F1
2A,2019-03-08,2019-06-01 00:00:00,dates_for_filing,08MAR19,F,0.2327173169062286,F2A
2B,2014-08-08,2019-06-01 00:00:00,dates_for_filing,08AUG14,F,4.813141683778234,F2B
3,2007-08-22,2019-06-01 00:00:00,dates_for_filing,22AUG07,F,11.775496235455167,F3
4,2006-12-01,2019-06-01 00:00:00,dates_for_filing,01DEC06,F,12.498288843258042,F4
1,2012-02-15,2019-06-01 00:00:00,final_action,15FEB12,F,7.2908966461327855,F1
2A,2017-07-15,2019-06-01 00:00:00,final_action,15JUL17,F,1.8781656399726214,F2A
2B,2013-05-15,2019-06-01 00:00:00,final_action,15MAY13,F,6.04517453798768,F2B
3,2006-12-22,2019-06-01 00:00:00,final_action,22DEC06,F,12.44079397672827,F3
4,2006-04-01,2019-06-01 00:00:00,final_action,01APR06,F,13.166324435318275,F4
1,2012-08-22,2019-05-01 00:00:00,dates_for_filing,22AUG12,F,6.6885694729637235,F1
2A,2018-01-08,2019-05-01 00:00:00,dates_for_filing,08JAN18,F,1.3086926762491444,F2A
2B,2014-08-01,2019-05-01 00:00:00,dates_for_filing,01AUG14,F,4.747433264887063,F2B
3,2007-06-22,2019-05-01 00:00:00,dates_for_filing,22JUN07,F,11.85763175906913,F3
4,2006-10-01,2019-05-01 00:00:00,dates_for_filing,01OCT06,F,12.580424366872005,F4
1,2012-01-08,2019-05-01 00:00:00,final_action,08JAN12,F,7.310061601642711,F1
2A,2017-05-15,2019-05-01 00:00:00,final_action,15MAY17,F,1.9603011635865846,F2A
2B,2013-02-01,2019-05-01 00:00:00,final_action,01FEB13,F,6.242299794661191,F2B
3,2006-11-08,2019-05-01 00:00:00,final_action,08NOV06,F,12.476386036960985,F3
4,2006-02-15,2019-05-01 00:00:00,final_action,15FEB06,F,13.204654346338124,F4
1,2012-07-01,2019-04-01 00:00:00,dates_for_filing,01JUL12,F,6.74880219028063,F1
2A,2017-12-15,2019-04-01 00:00:00,dates_for_filing,15DEC17,F,1.2922655715263518,F2A
2B,2014-07-01,2019-04-01 00:00:00,dates_for_filing,01JUL14,F,4.7501711156741955,F2B
3,2007-04-22,2019-04-01 00:00:00,dates_for_filing,22APR07,F,11.942505133470226,F3
4,2006-08-01,2019-04-01 00:00:00,dates_for_filing,01AUG06,F,12.6652977412731,F4
1,2011-12-01,2019-04-01 00:00:00,final_action,01DEC11,F,7.3319644079397674,F1
2A,2017-03-01,2019-04-01 00:00:00,final_action,01MAR17,F,2.083504449007529,F2A
2B,2012-10-22,2019-04-01 00:00:00,final_action,22OCT12,F,6.439425051334703,F2B
3,2006-09-22,2019-04-01 00:00:00,final_action,22SEP06,F,12.522929500342231,F3
4,2006-01-01,2019-04-01 00:00:00,final_action,01JAN06,F,13.245722108145106,F4
